学院,专业,学期,课程代码,课程名称,学分,课程性质,教材名称,主编,版次,出版社,ISBN,匹配状态
文法学院,社会学,第4学期,314300001008,毛泽东思想和中国特色3社会主义理论体系概论,3,必修,毛泽东思想和中国特色社会主义理论体系概论（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
文法学院,社会学,第4学期,314300001009,习近平新时代中国特色3社会主义思想概论,3,必修,习近平新时代中国特色社会主义思想概论（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
文法学院,社会学,第4学期,311300007015,西方社会学理论,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第4学期,311300007194,质性研究方法,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第4学期,9093009903,社会实践,1,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,4,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
文法学院,社会学,4,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
文法学院,社会学,第5学期,311300007195,中国社会学史,3,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第5学期,311300007190,量化研究方法,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第5学期,306300007131,经济学原理,3,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,5,,通识课程,,选修类别,,,,,,待查教学大纲（专业课）
文法学院,社会学,第5学期,311300008001,质性研究实习,2,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第6学期,311300007191,农村社会学,3,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第6学期,311300007189,发展社会学,3,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,6,,通识课程,,选修类别,,,,,,待查教学大纲（专业课）
文法学院,社会学,第6学期,311300008031,定量研究实习,2,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第7学期,311300008032,社会学专业综合实习,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3113009924,毕业论文（设计）,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3143009105,形势与政策（二）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
文法学院,社会学,第8学期,314300001006,思想道德与法治3484261马院IdeologyMoralityandRuleofLaw,1,必修,思想道德与法治（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
文法学院,社会学,第8学期,3143009003,中国近现代史纲要3484262马院OutlineofModernChineseHistory,2,必修,中国近现代史纲要（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
文法学院,社会学,第8学期,314300001007,马克思主义基本原理3484263马院BasicKnowledgeofMarxism,3,必修,马克思主义基本原理（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
文法学院,社会学,第8学期,314300001008,BasicTheoryofMaoZedong3484084马院,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,314300001009,BasicTheoryofXiJinping3484084马院,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3143009104,形势与政策（一）116161-2马院SituationandPolicyEducation(Ⅰ),2,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
文法学院,社会学,8,,体育类课程必修，实行选项制，一、二年级要求每学期修满1,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
文法学院,社会学,8,,体育类课程教学详见《华中农业大学体育教学改革实施方案》。,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
文法学院,社会学,第8学期,307300007045,工程基础116162工学FoundationforEngineering,2,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,9093009904,军事理论本科232322MilitaryTheory生院,2,必修,军事理论课教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
文法学院,社会学,第8学期,3113009824,写作与沟通116161/2文法WritingandCommunication,2,必修,写作与沟通,马工程/本校编,最新版,高等教育出版社,,公共课已匹配
文法学院,社会学,第8学期,202300006005,本科PsychologicalDevelopmentand116161生院GuidanceofCollegeStudents,1,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,9093009774,本科InnovationandEntrepreneurship116162生院FoundationsforUndergraduates,2,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,310300001020,微积分D464641信息Calculus（D）,1,必修,高等数学（第七版·上/下册）,同济大学数学系,第7版,高等教育出版社,,公共课已匹配
文法学院,社会学,第8学期,311300007188,统计学基础232322文法FundamentalsofStatistics,2,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300009006,ExperimentsontheFundamentals1302文法,2,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,317300001008,FundamentalsofArtificial232321信息,1,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,317300001009,ExperimentsontheFundamentalsof130301信息,1,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300001003,ArtificialIntelligenceand116165文法,5,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007144,社会学导论348481文法IntroductiontoSociology,1,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007146,网络传播概论232321文法IntroductiontoonlineCommunication,1,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007021,社会心理学232322文法SocialPsychology,2,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007145,法学概论348483文法IntroductiontoLaw,3,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007151,人工智能与艺术设计232323文法ArtificialIntelligenceandArtDesign,3,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007147,IntroductiontoClassical232323文法,3,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,314300006006,西方哲学导论232326马院IntroductiontoPhilosophy,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,306300007131,经济学原理348486经管PrinciplesofEconomics,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007017,社会研究方法46448162文法Socialresearchmethods,2,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007004,社会工作导论3484082文法IntroductiontoSocialWork,2,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007181,文化人类学概论348483文法IntroductiontoCultureAnthropology,3,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007180,社会统计学46448163文法SocialStatistics,3,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007177,社会工作理论348484文法SocialWorkTheories,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007179,MicroSocialWork（CaseWork4645684文法,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007176,HumanBehaviorand348484文法,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007174,MacroSocialWork（Community4645685文法,5,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007178,社会工作研究方法46448165文法SocialWorkResearchMethods,5,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007175,农村社会工作3484086文法RuralSocialWork,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007123,社会工作伦理116164文法SocialWorkEthics,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3113009523,心理学与生活232324文法PsychologyandLife,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007187,自我探索与专业成长116164文法Self-DiscoveryandProfessionalGrowth,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007019,社会政策232324文法SocialPolicy,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300008029,SocialWork232325文法,5,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3113009159,老年社会工作232325文法ElderlySocialWork,5,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007034,戒毒社会工作232325文法SocialWorkofDrugAbuse,5,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007186,心理咨询与辅导116165文法CounselingandPsychologicalGuidance,5,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3113009546,FrontierofSocialWork232325文法,5,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3113009536,医务社会工作232325文法MedicalSocialWork,5,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3113009974,家庭社会工作232326文法FamilySocialWork,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007122,ClassicReadingsin232326文法,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3113009972,社会工作评估232326文法SocialWorkAssessment,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300008030,实验室社工实践130306文法SocialWorkPracticeintheLab,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007185,ModernFamilyTherapy232326文法,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3113009531,异常心理与行为232326文法AbnormalPsychology,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007184,公益项目设计116166文法PublicBenefitProgramDesign,6,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,311300007022,社会保障概论232327文法SocialSecurityTheoryandPractice,7,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,9093009905,军事技能本科231Militaryskills生院,1,必修,军事训练教程,教育部军委国防动员部,2023版,高等教育出版社,,公共课已匹配
文法学院,社会学,第8学期,9093009906,本科Innovationand11-7生院EntrepreneurshipPractice,7,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,202300008001,本科ThePracticeofMentalHealth1302生院PromotionforUndergraduates,2,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,3143009105,实践形势与政策（二）1303-8马院SituationandPolicyEducation(II),8,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
文法学院,社会学,第8学期,9093009903,社会实践114团委SocialPractice,4,必修,,,,,,待查教学大纲（专业课）
文法学院,社会学,第8学期,110300008001,志愿服务1301-7团委VolunteerService,7,必修,,,,,,待查教学大纲（专业课）
